,caseid,topk_ids,topk_sims,neighbor_modes
13,1236655675,"['1237464259', '1232659739', '1255849291', '1255849401', '1238287505', '1246416659', '1245394849', '1236920355', '1249939543', '1246699243', '1234687571', '1245153803', '1240459383', '1242165477', '1238089375', '1236812269', '1247032419', '1237286569', '1235432175']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 1, '333a': 2, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
14,1240350755,"['1236594165', '1235553359', '1238212035', '1247686093', '1236236315', '1249716187', '1243294953', '1242948391', '1239095341', '1243315167']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 1, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 1}"
15,1238514437,"['1242526779', '1238243821', '1238560409', '1237024805', '1237397519', '1237068167', '1231467131', '1239001863']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 2, '331a': 1, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 1, '355e': 2}"
16,1241020639,"['1237495111', '1237427051', '1235704905', '1246295579', '1238297247', '1247685417', '1236960243', '1255867599', '1245920757']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9]","{'327d': 1, '331a': 1, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 1, '355e': 2}"
17,1244450575,"['1246796633', '1243931835', '1240240813', '1251663775', '1236953037', '1242029091', '1240303363']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{'327d': 1, '331a': 1, '333a': 1, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 1, '355e': 2}"
18,1241524999,"['1238972075', '1236899427', '1237657003', '1242805373', '1237468969', '1242526459', '1244563177']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9]","{'327d': 2, '331a': 1, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 1, '355e': 1}"
19,1236890733,"['1239156051', '1236892877', '1237562061', '1242410613', '1243802795', '1246489817', '1237119275', '1244006365', '1232721911']","[1.0, 1.0, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 1, '333a': 2, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 2}"
20,1242767643,"['1243818879', '1236389139', '1246529717', '1246720413', '1237598441', '1237119701', '1239712055', '1237909387', '1242572613', '1238324085', '1239038993', '1237027271', '1234924797', '1240305671', '1235851391', '1237074435', '1247685353', '1248444041']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 2}"
21,1239365431,['1237598187'],[0.9],"{'327d': 2, '331a': 2, '333a': 1, '334c': 2, '332g': 2, '334b': 1, '334h': 2, '333c': 2, '330c': 2, '355e': 2}"
22,1239650851,['1240536405'],[0.9],"{'327d': 1, '331a': 1, '333a': 2, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 1}"
23,1234894013,"['1242431895', '1236840441', '1237327465', '1244678211', '1244574851', '1240378669', '1244083771', '1246633063']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 2, '332g': 2, '334b': 2, '334h': 1, '333c': 2, '330c': 1, '355e': 2}"
24,1236779385,"['1241182451', '1243715167', '1242698661', '1235338743', '1240376237', '1232631931', '1243748333', '1242548299']","[1.0, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 2, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
25,1234831387,"['1243805855', '1239774489', '1242413267', '1239768337']","[1.0, 1.0, 1.0, 1.0]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
26,1243765823,"['1244467457', '1236890029', '1237562169', '1237493331', '1237905023', '1240324165']","[1.0, 1.0, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 1, '333a': 2, '334c': 1, '332g': 2, '334b': 2, '334h': 2, '333c': 2, '330c': 1, '355e': 2}"
27,1240921211,"['1232260693', '1245365807', '1237597599', '1239075981', '1237523121']","[1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 2, '331a': 1, '333a': 1, '334c': 2, '332g': 1, '334b': 1, '334h': 2, '333c': 1, '330c': 2, '355e': 2}"
28,1242966839,"['1245294305', '1247115143', '1239677749', '1238243901', '1236815317', '1238088415', '1251664723', '1235836439', '1237559191', '1240428741']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 1, '330c': 1, '355e': 2}"
29,1255813355,"['1238288223', '1245222715', '1240519639', '1239082285', '1242553833', '1237026907', '1255952113', '1232890967', '1238882805', '1241094765', '1239736327', '1232941521']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{'327d': 1, '331a': 2, '333a': 2, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 1, '355e': 2}"
30,1236680891,"['1238767513', '1255888239', '1238334911', '1242949965', '1237908399', '1239074583']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 2}"
31,1240428741,"['1237654573', '1238124247', '1242966839']","[1.0, 1.0, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 1, '330c': 1, '355e': 2}"
32,1244379387,"['1243819503', '1235323655', '1238774257', '1237607685', '1238914491', '1237530803']","[1.0, 1.0, 1.0, 1.0, 0.9, 0.9]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 2, '333c': 2, '330c': 1, '355e': 2}"
33,1237523121,"['1240921211', '1232260693', '1245365807', '1237597599']","[0.9, 0.9, 0.9, 0.9]","{'327d': 2, '331a': 1, '333a': 1, '334c': 2, '332g': 1, '334b': 1, '334h': 2, '333c': 1, '330c': 2, '355e': 2}"
34,1238853943,['1236679123'],[1.0],"{'327d': 2, '331a': 2, '333a': 2, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 1, '355e': 1}"
35,1235020261,['1242596405'],[0.9],"{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 2, '333c': 2, '330c': 2, '355e': 2}"
36,1256152997,"['1236923213', '1238245703', '1239285057', '1236467039', '1242915455', '1244814925', '1242680419']","[1.0, 1.0, 1.0, 1.0, 0.9, 0.9, 0.9]","{'327d': 2, '331a': 2, '333a': 2, '334c': 2, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
37,1240377817,"['1255813041', '1235339629', '1239682793', '1232770297', '1241069861', '1236802965', '1235880863', '1242241295', '1238943343']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 1, '332g': 2, '334b': 2, '334h': 2, '333c': 2, '330c': 2, '355e': 2}"
38,1232260693,"['1240921211', '1245365807', '1237597599', '1239075981', '1237523121']","[1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 2, '331a': 1, '333a': 1, '334c': 2, '332g': 1, '334b': 1, '334h': 2, '333c': 1, '330c': 2, '355e': 2}"
39,1242484613,"['1237404637', '1245160653', '1242479325', '1239707479', '1243892257', '1232498991', '1245426829', '1238398129', '1248444041', '1239076509', '1250819779', '1239957919', '1244814925', '1242577365']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
40,1243836819,"['1238280109', '1235594491', '1240674001', '1239737091', '1240430463', '1239361423', '1236635507']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9]","{'327d': 1, '331a': 1, '333a': 2, '334c': 2, '332g': 1, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 2}"
41,1234964407,"['1238027637', '1243838335', '1240252045', '1234986171', '1243294029']","[1.0, 0.9, 0.9, 0.9, 0.9]","{'327d': 2, '331a': 1, '333a': 1, '334c': 2, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 1, '355e': 2}"
42,1237242627,['1232683805'],[0.9],"{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 1}"
43,1238398129,"['1242577365', '1242484613', '1239736217', '1236631809', '1241120139', '1237404637', '1245160653', '1242390371', '1249007517', '1234893477']","[1.0, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 1}"
44,1238594717,"['1237524515', '1237742547']","[1.0, 1.0]","{'327d': 2, '331a': 1, '333a': 2, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
45,1232659739,"['1237464259', '1236655675', '1255849291', '1255849401', '1238287505', '1246416659', '1245394849', '1236920355', '1249939543', '1246699243', '1234687571', '1245153803', '1240459383', '1242165477', '1238089375', '1236812269', '1247032419', '1237286569', '1235432175', '1236203049']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9]","{'327d': 1, '331a': 1, '333a': 2, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
46,1240489041,[],[],"{'327d': None, '331a': None, '333a': None, '334c': None, '332g': None, '334b': None, '334h': None, '333c': None, '330c': None, '355e': None}"
47,1246469937,"['1242617657', '1241313173', '1238088497', '1232197083', '1237373499', '1237074709', '1236748025', '1251663293', '1249278563', '1234961321', '1239735701', '1250987613', '1242675185', '1242699317', '1238502187', '1240022989', '1237288677', '1237496469', '1234861555', '1241020771']","[1.0, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 2, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 1}"
48,1240280699,"['1242475779', '1240538867', '1236646579', '1235704303', '1236713623', '1256030957', '1240401653', '1239803849', '1236841317', '1236679031', '1236987439', '1242596405']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
49,1243805855,"['1234831387', '1239774489', '1242413267', '1239768337', '1239074743', '1237246663']","[1.0, 1.0, 1.0, 1.0, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
50,1255867599,"['1237207777', '1237646143', '1242239149', '1232938621', '1235566663', '1239426769', '1241020639', '1243315167']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9]","{'327d': 1, '331a': 1, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 1, '355e': 1}"
51,1255813041,"['1240377817', '1235339629', '1239682793', '1232770297', '1241069861', '1236802965', '1235880863', '1242241295', '1238943343', '1232890971']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 1, '332g': 2, '334b': 2, '334h': 2, '333c': 2, '330c': 2, '355e': 2}"
52,1245365807,"['1240921211', '1232260693', '1237597599', '1239075981', '1237523121']","[1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 2, '331a': 1, '333a': 1, '334c': 2, '332g': 1, '334b': 1, '334h': 2, '333c': 1, '330c': 2, '355e': 2}"
53,1240619599,"['1234992313', '1240459483', '1236454383', '1235585735', '1242660757', '1250251567', '1238012883']","[0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 1, '332g': 2, '334b': 1, '334h': 2, '333c': 1, '330c': 1, '355e': 2}"
54,1237706473,"['1238399559', '1256015187', '1232771665', '1239677417', '1237466339']","[0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 2}"
55,1238734205,"['1237854425', '1241983773', '1251665913', '1239965157', '1245296923', '1241283971']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 2, '331a': 1, '333a': 1, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
56,1240738351,[],[],"{'327d': None, '331a': None, '333a': None, '334c': None, '332g': None, '334b': None, '334h': None, '333c': None, '330c': None, '355e': None}"
57,1242475779,"['1240280699', '1240538867', '1236646579', '1235704303', '1236713623', '1256030957', '1240401653', '1239803849', '1236841317', '1236679031', '1236987439', '1242596405']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
58,1246402981,"['1238115515', '1240376155', '1240488491', '1239496373', '1245059367', '1236524231', '1251667111', '1236678297', '1238195583', '1237806597', '1237558423']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 1}"
59,1236715881,"['1242880519', '1238254047', '1237562769', '1242409737', '1238087609', '1232817869', '1237603617', '1238631701', '1235822051', '1240351539', '1245293683', '1235203937', '1242391121']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 2, '331a': 1, '333a': 2, '334c': 1, '332g': 2, '334b': 1, '334h': 2, '333c': 2, '330c': 2, '355e': 2}"
60,1242821929,['1237074371'],[0.9],"{'327d': 1, '331a': 1, '333a': 1, '334c': 1, '332g': 2, '334b': 2, '334h': 1, '333c': 1, '330c': 1, '355e': 2}"
61,1238028345,"['1245041739', '1237466751', '1243550577']","[1.0, 0.9, 0.9]","{'327d': 1, '331a': 1, '333a': 2, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 1}"
62,1242860853,[],[],"{'327d': None, '331a': None, '333a': None, '334c': None, '332g': None, '334b': None, '334h': None, '333c': None, '330c': None, '355e': None}"
63,1242387381,"['1237530791', '1239629327', '1241918585', '1244926387', '1243898215', '1239426853']","[1.0, 1.0, 1.0, 1.0, 0.9, 0.9]","{'327d': 2, '331a': 2, '333a': 2, '334c': 1, '332g': 2, '334b': 2, '334h': 2, '333c': 2, '330c': 2, '355e': 2}"
64,1235540329,"['1239798457', '1238690539', '1242452089']","[1.0, 1.0, 0.9]","{'327d': 1, '331a': 1, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 2, '333c': 1, '330c': 1, '355e': 1}"
65,1242431895,"['1234894013', '1236840441', '1237327465', '1244678211', '1244574851', '1240378669', '1244083771', '1246633063']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 2, '332g': 2, '334b': 2, '334h': 1, '333c': 2, '330c': 1, '355e': 2}"
66,1245255621,"['1244467677', '1239012693', '1236890509']","[0.9, 0.9, 0.9]","{'327d': 1, '331a': 1, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 2, '333c': 2, '330c': 1, '355e': 2}"
67,1237955145,"['1246416729', '1238721583', '1246505893', '1237405935', '1244871547']","[1.0, 1.0, 1.0, 0.9, 0.9]","{'327d': 1, '331a': 1, '333a': 2, '334c': 1, '332g': 1, '334b': 2, '334h': 2, '333c': 2, '330c': 1, '355e': 2}"
68,1244870453,"['1240430373', '1239196693', '1247688153', '1238346841', '1239002529', '1240324245', '1238611247']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 2, '331a': 1, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 2, '333c': 1, '330c': 2, '355e': 2}"
69,1241283971,"['1235688683', '1243008055', '1240055067', '1237647457', '1245085575', '1239086833', '1241779205', '1249716143', '1240302351', '1239122999', '1242966893', '1235591403', '1237025067', '1240137997', '1232491165', '1238734205', '1237019861']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9]","{'327d': 2, '331a': 1, '333a': 1, '334c': 2, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
70,1240404173,"['1245162397', '1238326763', '1237703161']","[1.0, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 2, '334h': 2, '333c': 1, '330c': 2, '355e': 2}"
71,1238943343,"['1240377817', '1255813041', '1235339629', '1239682793', '1232770297', '1241069861', '1236802965', '1235880863', '1242241295']","[0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 1, '332g': 2, '334b': 2, '334h': 2, '333c': 2, '330c': 2, '355e': 2}"
72,1240351381,"['1235239975', '1246918779', '1238974241', '1242427983', '1237372423', '1237524905', '1248582539', '1241936215']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 2, '332g': 1, '334b': 1, '334h': 1, '333c': 1, '330c': 1, '355e': 1}"
73,1237180573,['1243352359'],[1.0],"{'327d': 2, '331a': 2, '333a': 1, '334c': 2, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
74,1239706099,"['1235432175', '1242915551', '1257834279', '1246041505', '1249973011', '1246777865', '1241970909']","[1.0, 1.0, 1.0, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 1, '333a': 2, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 1}"
75,1232890971,"['1239000451', '1238999993', '1240348969', '1242984337', '1239083909', '1255813041', '1235339629', '1239682793', '1232770297']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 1, '332g': 1, '334b': 2, '334h': 2, '333c': 2, '330c': 2, '355e': 2}"
76,1237620629,"['1246488663', '1255925419', '1237019683', '1236708901', '1243767127', '1234831353', '1245292357', '1235879677']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{'327d': 2, '331a': 1, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 1}"
77,1238972075,"['1241524999', '1236899427', '1237657003', '1242805373', '1237468969', '1242526459', '1244563177']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9]","{'327d': 2, '331a': 1, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 1, '355e': 1}"
78,1242640179,"['1249694239', '1235836851']","[1.0, 0.9]","{'327d': 2, '331a': 1, '333a': 1, '334c': 2, '332g': 1, '334b': 2, '334h': 1, '333c': 1, '330c': 2, '355e': 2}"
79,1248444041,"['1239076509', '1250819779', '1232799101', '1242478225', '1235837697', '1243856615', '1244711557', '1235594473', '1236921005', '1241180061', '1242221185', '1238719453', '1242900937', '1242767643', '1242484613']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 2}"
80,1242391121,"['1243729473', '1255888935', '1239833787', '1239318937', '1244526205', '1234863299', '1236715881', '1242880519', '1238254047', '1237401941', '1237562769', '1245254631', '1242409737', '1238087609', '1235370519']","[1.0, 1.0, 1.0, 1.0, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 2, '331a': 1, '333a': 2, '334c': 1, '332g': 1, '334b': 1, '334h': 2, '333c': 2, '330c': 2, '355e': 2}"
81,1235626345,"['1237066445', '1237374137', '1237886241', '1241020921', '1238875887']","[1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 1, '330c': 1, '355e': 2}"
82,1242310871,"['1235271625', '1245176503', '1239037475', '1245254869', '1240428597', '1236869757', '1236953303', '1242719089', '1242965979', '1239005653', '1239077715']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 2, '331a': 1, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 2, '333c': 1, '330c': 2, '355e': 1}"
83,1237524905,"['1241936215', '1251313011', '1236922069', '1247684511', '1238342249', '1240351381']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 1, '330c': 1, '355e': 1}"
