,caseid,year__wmode_match,pid3__wmode_match,300_1__wmode_match,300_2__wmode_match,300_3__wmode_match,300_4__wmode_match,302__wmode_match,303__wmode_match,305_1__wmode_match,305_2__wmode_match,305_3__wmode_match,305_4__wmode_match,305_5__wmode_match,305_6__wmode_match,305_7__wmode_match,305_9__wmode_match,305_10__wmode_match,305_11__wmode_match,305_12__wmode_match,305_13__wmode_match,307__wmode_match,309e__wmode_match,309dx_1__wmode_match,309dx_2__wmode_match,309dx_3__wmode_match,309dx_4__wmode_match,309dx_5__wmode_match,309dx_6__wmode_match,309dx_7__wmode_match,309dx_8__wmode_match,310a__wmode_match,310b__wmode_match,320a__wmode_match,320b__wmode_match,320c__wmode_match,327a__wmode_match,327b__wmode_match,327d__wmode_match,330a__wmode_match,330b__wmode_match,330c__wmode_match,331a__wmode_match,331b__wmode_match,331d__wmode_match,332a__wmode_match,332b__wmode_match,332c__wmode_match,332d__wmode_match,332e__wmode_match,332f__wmode_match,332g__wmode_match,333a__wmode_match,333b__wmode_match,333c__wmode_match,333d__wmode_match,334a__wmode_match,334b__wmode_match,334c__wmode_match,334d__wmode_match,334e__wmode_match,334f__wmode_match,334g__wmode_match,334h__wmode_match,355a__wmode_match,355e__wmode_match,363__wmode_match,overall_wmode_match_mean
10,1237598511,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,True,True,True,False,True,True,0.6212121212121212
11,1242526779,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,0.6666666666666666
12,1245177145,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,0.696969696969697
13,1240705581,True,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,False,True,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,0.7121212121212122
14,1242478789,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,True,True,True,False,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,True,True,True,True,True,0.696969696969697
15,1234863299,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,False,False,True,False,True,True,True,False,False,True,False,False,False,True,0.7121212121212122
16,1238079387,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,0.8787878787878788
17,1246578297,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,0.7727272727272727
18,1235567217,True,False,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,True,True,True,False,False,True,True,True,False,True,True,True,True,False,False,True,True,False,True,0.6515151515151515
19,1236688157,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,True,False,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,True,True,True,True,0.7424242424242424
20,1255869345,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,False,True,False,True,False,True,True,0.6515151515151515
21,1242431703,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,0.7727272727272727
22,1237858209,True,False,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,False,False,True,False,False,True,0.5757575757575758
23,1242787135,True,False,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,0.696969696969697
24,1242429083,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,False,0.696969696969697
25,1249716071,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,False,True,True,True,True,0.6818181818181818
26,1240087623,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,True,False,True,False,True,True,0.6666666666666666
27,1237032173,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,True,True,False,True,True,0.5757575757575758
28,1249863351,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,0.7272727272727273
29,1237908889,True,True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,0.8636363636363636
30,1244694681,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,True,0.803030303030303
31,1238294423,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,True,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,True,True,True,False,True,True,True,True,True,0.6666666666666666
32,1237400307,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,0.7272727272727273
33,1237464259,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,0.8181818181818182
34,1239831951,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,True,True,True,True,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,False,0.7272727272727273
35,1238391153,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,False,True,True,False,True,False,True,False,False,True,True,True,True,True,True,True,0.6818181818181818
36,1239619389,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,0.7727272727272727
37,1239677341,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,0.8333333333333334
38,1237561619,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,True,0.803030303030303
39,1246439677,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,False,False,True,True,True,False,False,True,False,True,False,False,True,True,True,True,True,True,True,0.7121212121212122
40,1245946359,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,True,False,True,True,True,True,False,False,False,True,0.5606060606060606
41,1244579131,True,False,True,True,False,False,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,False,True,True,True,True,True,False,False,True,True,True,False,False,True,True,True,False,False,True,True,False,True,True,False,True,False,False,False,True,True,True,False,False,True,True,False,False,True,False,False,True,True,0.6060606060606061
42,1237467169,True,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,0.5909090909090909
43,1255945721,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,0.803030303030303
44,1241126287,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,True,False,False,True,0.7121212121212122
45,1237703171,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,False,0.6060606060606061
46,1241743255,True,False,False,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,True,True,False,True,True,False,True,True,True,False,False,False,False,True,True,True,True,False,False,False,True,False,True,True,0.6515151515151515
47,1245222609,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,0.6666666666666666
48,1239706641,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,False,True,True,True,True,True,True,False,True,False,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,False,False,True,True,True,True,True,0.7121212121212122
49,1239707367,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,False,True,False,True,True,True,False,True,True,False,True,False,False,True,True,False,True,True,False,True,0.7727272727272727
50,1239155767,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,True,0.6515151515151515
51,1237498721,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,0.8484848484848485
52,1242548749,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,0.8333333333333334
53,1241067633,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,0.7121212121212122
54,1237525365,True,False,False,True,True,False,True,False,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,0.7121212121212122
55,1250157911,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,True,0.5606060606060606
56,1243711257,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,True,True,False,False,False,True,True,False,True,True,False,True,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True,False,True,0.6666666666666666
57,1242237073,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,0.6818181818181818
58,1236655675,True,False,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True,0.6666666666666666
59,1238395021,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,0.8181818181818182
60,1244012401,True,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,0.5
61,1240169421,True,False,True,True,False,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,False,True,0.6060606060606061
62,1240350755,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True,True,True,False,True,True,False,False,True,False,False,True,False,True,True,True,True,True,False,False,True,0.5757575757575758
63,1236583573,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,0.8939393939393939
64,1239577159,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,0.7878787878787878
65,1238514437,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,0.7575757575757576
66,1236390527,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,True,True,False,True,True,True,False,True,False,False,True,0.6363636363636364
67,1237657397,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,0.7878787878787878
68,1241021159,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,0.8484848484848485
69,1255831079,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,0.8181818181818182
70,1237646891,True,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,False,True,0.7727272727272727
71,1237330195,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,True,True,True,False,True,,0.6461538461538462
72,1241020639,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,0.5909090909090909
73,1244450575,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,False,True,True,True,False,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,0.7272727272727273
74,1241524999,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,0.696969696969697
75,1239655377,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.9242424242424242
76,1236632893,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,True,0.6212121212121212
77,1236208691,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,0.6060606060606061
78,1245174127,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,True,False,True,True,True,False,True,False,False,True,True,False,False,True,True,True,True,False,True,True,False,False,True,0.7121212121212122
79,1237854489,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,0.7727272727272727
80,1255849521,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,False,True,0.7727272727272727
81,1241111407,True,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,True,True,False,False,False,False,True,True,0.5454545454545454
82,1245400015,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,0.6060606060606061
83,1238817005,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,True,0.5757575757575758
84,1238900081,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,False,True,0.7272727272727273
